Music_tags,number,overlap_num,overlap_word
mcthemax,8,0,[]
김연우,8,0,[]
comebackstage,8,2,"['fakelovecomebackstage', 'btscomebackstage']"
interview,8,4,"['interviews', 'calvinharrisinterview', 'energyupinterview', 'micinginterview']"
防?少年?,8,0,[]
sm,8,40,"['btsmusic', 'chainsmokers', 'smentertainment', 'smtown', 'sment', 'cosmicgirls', 'thechainsmokers', 'cosmicgirlsdreamscometrue', 'btsmagicshoplyrics', 'btsmagicshop', 'christmasmusic(musicalgenre)', 'christmasmusic', 'bugsmusic', 'cosmicgirlscomeback', 'btsmv', 'thechainsmokers&drewlove', 'btsmicdrop', 'smstation', 'btsmama2017', 'sm엔터테인먼트', 'smallbutcertainhappiness', 'thisisme', 'smtm', 'btsmicdropremix', 'btsmma2017', 'btsmbcgayodaejejeon2017', 'smtm6', 'sma', 'friendsmusicvideo', 'calvinharrismyway', ""she'smine"", 'asmr', 'btsmembers', 'rainism', 'shesminey', 'btsmelonmusicawards2017', 'cosmicgirlscomeback우주소녀컴백', 't-seriesmovie', 'btsmelonmusicaward', ""she'smind""]"
sment,8,1,['smentertainment']
girlgroup,8,0,[]
프듀,8,2,"['프듀101', '프듀조합']"
싱귤러리티,8,0,[]
방탄뮤비해석,8,0,[]
피땀,8,3,"['피땀눈물', '방탄피땀눈물', '피땀눈물안무']"
produce101,8,1,['produce101season2']
all,8,21,"['hallyu', 'ballad', 'verticallive', 'bananaallergymonkey', 'dally', 'fallingblossoms', 'vocalline', 'pasabagvalley', 'eminemallsongs', 'call', 'callyourname', 'reallove', 'smallbutcertainhappiness', 'gururandhawaallsongs', 'reallyreally', 'amaalmalliksongs', 'amaalmallik', 'sonuketitukisweetyallsongs', 'amaalmalliknewsongs', 'thewayiamofficiallyricvideo', 'charlieputh-thewayiam[officiallyricvideo]']"
loveyourselftear,8,2,"['btsloveyourselftear', 'btsloveyourselftearlyrics']"
ama,8,30,"['mamamoo', 'amas', 'btsxamas', 'amas2017livestream', 'btsdnaamas2017', ""ama's"", 'btsdnaamas', 'amas2017btslive', 'amaslive', 'thekingofsingerwithamask', 'btsmama2017', 'btsamas2017', 'koreandrama', 'dramarama', 'lamar', '#mamamoo', 'dramaramachoreography', 'dramaramadance', 'newpunjabisongs2017amanmehra', 'amanmehranewpunjabisongs2017', 'amanmehra', 'kdrama', 'drama', 'k-drama', 'mama', 'amas2017', 'mama2017', 'amaalmalliksongs', 'amaalmallik', 'amaalmalliknewsongs']"
영국남자,8,0,[]
제일비싼,8,0,[]
푸파,8,0,[]
플레디스,8,1,['플레디스엔터테인먼트']
영국,8,1,['영국남자']
goodevening,8,0,[]
데리러가,8,0,[]
hq,8,1,['highquality']
bol4,8,0,[]
멜로망스,8,3,"['멜로망스선물', '멜로망스you', '멜로망스욕심']"
seungkwan,8,0,[]
bangtansonyeondan,8,0,[]
album,8,23,"['charlieputhchristmasalbum', 'charlieputhalbum', 'brunomarschristmasalbum', '8thalbum', 'fullalbum', 'debutalbum', '2ndalbum', 'btsalbum', 'eminemalbum', 'winteralbum', 'btsfullalbum', ""[fullalbum]bts(방탄소년단)?loveyourself轉'tear'"", '5thminialbum', 'newalbum', 'fullalbumjonghyunpoet|artist', ""[fullalbum]jonghyun(종현)-'poet|artist'(posthumousalbum)"", 'fullalbumjonghyunpoet|artistposthumousalbum', 'jonghyunpoet|artistalbum', '종현poet|artistalbum', ""jonghyun(종현)-우린봄이오기전에(beforeourspring)[album'poet|artist']"", '[album]perfectvelvet-redvelvetthe2ndalbum', 'albumsongs', 'newalbums']"
beyondthescene,8,1,['beyondthescenes']
punjabisongs,8,33,"['latestpunjabisongs2017', 'newpunjabisongs2017', 'latestpunjabisongs', 'newpunjabisongs', 'brandnewpunjabisongs', 'bestpunjabisongs2017', 'punjabisongs2017', 'punjabisongs2017aatish', 'newpunjabisongs2017jannat', 'latestpunjabisongs2017aatish', 'deepsidhupunjabisongs2018', 'deepsidhulatestpunjabisongs2018', 'punjabisongsnew2018thisweek', 'punjabisongs2018', 'latestpunjabisongs2018', 'punjabisongs2018latest', 'newpunjabisongs2018', 'punjabisongslatest', 'punjabisongs2018deepsidhu', 'latestpunjabisongsdeepsidhu', 'newpunjabisongsdeepsidhu', 'deepsidhunewpunjabisongs2018', 'punjabisongs2018new', 'punjabisongsnew2018', 'punjabisongs2018latestthisweek', 'punjabisongsnew', 'rotiyanlatestpunjabisongs2017', 'newpunjabisongs2017amanmehra', 'amanmehranewpunjabisongs2017', 'rotiyannewpunjabisongs2017', 'newpunjabisongs2017rotiyan', 'latestpunjabisongs2017rotiyan', 'rotiyanhitpunjabisongs2017']"
highquality,8,0,[]
punjabi,8,63,"['punjabisongs', 'latestpunjabisongs2017', 'newpunjabisongs2017', 'punjabisadsongs', 'punjabiromanticsongs', 'latestpunjabisongs', 'newpunjabisongs', 'punjabisong', 'brandnewpunjabisongs', 'punjabilovesongs', 'newpunjabisadsong', 'punjabimusicvideosaatish', 'bestpunjabisongs2017', 'punjabisongs2017', 'punjabilatestsongs', 'romanticsongspunjabi', 'punjabisongs2017aatish', 'jannatpunjabisong2017', 'newpunjabisongs2017jannat', 'latestpunjabisongs2017aatish', 'latestpunjabisong2017jannat', 'aatishnewpunjabisong2017', 'punjabibhangra', 'punjabimusic', 'punjabibhangramusic', 'punjabidjsongs', 'deepsidhupunjabisongs2018', 'punjabihitsongsdeepsidhu', 'punjabipartysongsdeepsidhu', 'deepsidhulatestpunjabisongs2018', 'punjabisongsnew2018thisweek', 'newpunjabisong2018', 'punjabisongs2018', 'latestpunjabisong2018', 'latestpunjabisongs2018', 'newpunjabi', 'punjabisongs2018latest', 'newpunjabisongs2018', 'punjabisongslatest', 'punjabisongs2018deepsidhu', 'latestpunjabisongsdeepsidhu', 'indianpunjabisinger', 'newpunjabisongsdeepsidhu', 'punjabibestsongsdeepsidhu', 'deepsidhunewpunjabisongs2018', 'punjabisongs2018new', 'punjabisongsnew2018', 'punjabisongs2018latestthisweek', 'punjabisongsnew', 'rotiyanlatestpunjabisongs2017', 'newpunjabisongs2017amanmehra', 'rotiyanpunjabisong', 'rotiyanlatestpunjabisong2017', 'amanmehranewpunjabisongs2017', 'latestpunjabisong2017rotiyan', 'rotiyannewpunjabisongs2017', 'rotiyannewpunjabisong2017', 'newpunjabisongs2017rotiyan', 'newpunjabisong2017rotiyan', 'latestpunjabisongs2017rotiyan', 'rotiyanhitpunjabisongs2017', 'latestpunjabisong2017', 'latestpunjabimovie2017']"
geniemusic,8,0,[]
genie,8,1,['geniemusic']
yeonjung,7,0,[]
트와이스안무영상,7,0,[]
twice안무영상,7,0,[]
twicedancevideo,7,0,[]
justhis,7,3,"['저스디스thisisjusthis', '@thisisjusthis', 'justhisthisisjusthis']"
춤,7,4,"['워너원춤', '정국춤', '트와이스물음표춤', '멜론뮤직어워드나하은춤']"
도시애,7,0,[]
최하민,7,0,[]
숙녀,7,3,"['숙녀뮤직비디오', '숙녀뮤비', '유빈숙녀']"
숙녀뮤직비디오,7,0,[]
yubindebut,7,0,[]
fakeloveteaser2,7,0,[]
저스디스,7,1,['저스디스thisisjusthis']
nicki,7,1,['nickiminaj']
윤병호,7,1,['윤병호(bullydaba$tard)']
minaj,7,1,['nickiminaj']
연정,7,1,['유연정']
ep.1,7,0,[]
도시여자,7,0,[]
yubinteaser,7,0,[]
lady,7,4,"['ladymv', 'yubinlady', 'yubinladymv', 'ladygaga']"
유빈티저,7,0,[]
유빈뮤직비디오,7,0,[]
결경,7,1,['주결경']
임나영,7,0,[]
다이나믹듀오,7,0,[]
크러쉬,7,0,[]
주결경,7,0,[]
yubin,7,6,"['yubindebut', 'yubinteaser', 'yubinsolo', 'yubinlady', 'yubinladymv', 'yubinmv']"
2018년5월2주차광고없는신곡모음연속듣기,7,0,[]
윱,7,0,[]
프리스틴,7,1,['프리스틴v']
christinaaguilera,7,0,[]
ziont,7,1,['ziont눈반복']
슬픔,7,0,[]
초고음,7,0,[]
themiddle,7,11,"['themiddlelyrics', 'themiddlezeddmarenmorrisgrey', 'themiddlezedd', 'whydon’tyoumeetmeinthemiddle', 'zeddthemiddlelyrics', 'marenmorriszeddgreythemiddle', 'marenmorriszeddthemiddle', 'zeddthemiddle', 'greythemiddle', 'themiddlegrey', 'themiddlemarenmorriszedd']"
김경현,7,0,[]
haechan,7,0,[]
그대가분다,7,0,[]
웬만한,7,0,[]
소향,7,0,[]
꿀잼,7,0,[]
김동명,7,0,[]
눈물,7,3,"['피땀눈물', '방탄피땀눈물', '피땀눈물안무']"
웃긴,7,0,[]
바라보기,7,0,[]
엔시티드림,7,0,[]
모음,7,30,"['노래모음', '최신노래모음', '광고없는노래모음', '광고없는멜론차트모음', '듣기좋은노래모음', '최신곡모음', '최신곡노래모음', '멜론차트노래모음', '발라드모음', '2018년5월2주차광고없는신곡모음연속듣기', '힙합모음', '신곡모음', '언제들어도좋은노래best40곡모음', '좋은발라드모음2018', '2018년5월3주차광고없는신곡모음연속듣기', '2018노래모음', '발라드모음2018', '좋은노래모음2018', '최신노래모음2018', '가요모음2018', '신나는노래모음2018', '2018년발라드모음', '가요모음', '2018년5월1주차광고없는신곡모음연속듣기', '??멜론2018년1월5주차최신가요멜론차트연속듣기lkpoptop20l가사모음??', '최신댄스곡모음2018', '가사모음', '노래모음2018', '좋은노래모음', '고등래퍼노래모음']"
잠시만안녕,7,0,[]
슬픈,7,0,[]
웃음,7,1,['노래.웃음.']
usdebut,7,0,[]
cube,7,0,[]
woodiegochild,7,0,[]
ladymv,7,1,['yubinladymv']
btsloveyourselftear,7,1,['btsloveyourselftearlyrics']
yubinsolo,7,0,[]
뮤비티저,7,0,[]
밷보이,7,0,[]
하트셰이커m,7,2,"['하트셰이커mv', '하트셰이커musicvideo']"
하트셰이커musicvideo,7,0,[]
큐브,7,0,[]
fullalbum,7,5,"['btsfullalbum', ""[fullalbum]bts(방탄소년단)?loveyourself轉'tear'"", 'fullalbumjonghyunpoet|artist', ""[fullalbum]jonghyun(종현)-'poet|artist'(posthumousalbum)"", 'fullalbumjonghyunpoet|artistposthumousalbum']"
btsnews,7,0,[]
이광현,7,0,[]
실시간,7,6,"['실시간차트', '멜론실시간', '멜론실시간차트2018년', '#멜론#최신음악#최신가요#실시간#노래#연속듣기#가사', '멜론실시간차트', '멜론실시간차트2018년5월1주차top30']"
해찬,7,0,[]
소유,7,0,[]
개코,7,0,[]
vevo,7,2,"['lsdvevo', 'kygovevo']"
beyonce,7,1,['beyoncelive']
숙녀뮤비,7,0,[]
???,7,24,"['???????', '???????????', '??????????????', '????????????', '??????', '?????????', '????????????????', '????????', '?????????????', '????', '?????????????????', '????????????????????', '??????????????????', '?????', '??????????', '?????????????????????????????', '???????????2017', '?????????????????mv', '????????????????2', '#1???????', '???????????????', '#??????????', '#?????', '???????????????????']"
답장,7,0,[]
bananaallergymonkey,7,0,[]
reply,7,0,[]
kimdongryul,7,0,[]
barcode,7,0,[]
antenna,7,1,['antennamusic']
thechanceoflove,7,1,['newchapter#1:thechanceoflove']
to,7,84,"['worldtour', 'wingstour', 'top100', 'top', 'topmusic', 'thestoryoflight', 'charlieputhbestof', ""director'scut"", 'brunomarstopsongs', 'demilovato', 'smtown', 'brunomarsbestof', 'disruptorrecords', 'btob', '#topstories', '#topnews', 'liftoff', 'shawnstockman', 'stonemusicentertainment', 'pentatonix', 'x-factor', 'penatonix', 'thetruthuntold', 'dinawashington', 'topchristmassongs', 'liftofffilms', 'raontokyoghoulre', '월간멜론top30', 'tokyoghoul:re', 'top20', 'raontokyoghoul', 'tokyoghoulasphyxia', 'tokyoghoulreop', '2thingsyouneedtoknowaboutbts', 'top10', '멜론차트top10', 'toyou', 'tour', 'ucnmn3dikatojvy5dbd3njzw', 'toppop', 'kpoptop', 'notearslefttocry', 'calvinharrisdualipaonekissgrahamnorton', 'roadtoithaca', 'tobeone', ""tomorrow'shangover"", 'motorsport', 'roadtoithaka', '멜론top100', '멜론top', '월간멜론top15', ""bts(방탄소년단)-'thetruthuntold'(feat.steveaoki)reaction"", ""bts(방탄소년단)-'thetruthuntold'(feat.steveaoki)"", 'duetto', 'top15', 'photoshoot', ""director's"", 'despacito', 'despacitogrammys', 'shouldwekissfirstostpart3', 'nightskypatroloftomorrow', 'raonnightskypatroloftomorrow', '월간멜론top20', 'yuto', 'tomorrow', '멜론실시간차트2018년5월1주차top30', '??멜론2018년1월5주차최신가요멜론차트연속듣기lkpoptop20l가사모음??', 'thetodayshow', 'workpointofficial', 'toheart', '180524bestofme', ""director'scutthanks"", 'thistown', 'firestone', 'stoletheshow', 'reactiontoheartshakermv', 'reactiontotwice', 'twice2ndtour', 'twicetour', 'artistoftheyear', 'btsjungkookwassoshywheniubowedtohim@melonmusicawards2017', ""nctubabydon'tstopmv"", 'babydontstop', ""babydon'tstop""]"
sehun,7,0,[]
sing,7,31,"['ksinger', 'singularity', 'singingcompetition', 'singing', 'thesing-off', 'sing-off', 'dilchorihoneysingh', 'honeysinghnewsong', 'thekingofsingerwithamask', 'honeysinghsongs2017', 'honeysingh', 'singerlive', 'losing', 'honeysinghsongs2018', 'honeysinglatestsongs', 'yoyohoneysingh', 'yoyohoneysinghnewsongs2017', 'honeysinghsongs', 'eminemsingle2017', 'eminemsingle', 'ranveersingh', 'indianpunjabisinger', 'sajnavesingle', 'single', 'alialimikasinghsong', 'mikasinghnewsong', 'mikasingh', 'mikasinghhits', 'mikasinghlatestsong', 'arijitsinghsongs', 'arijitsinghnewsongs']"
욕심,7,1,['멜로망스욕심']
대장,7,1,['대장님']
yubinlady,7,1,['yubinladymv']
유빈뮤비,7,0,[]
시티팝,7,0,[]
yubinladymv,7,0,[]
김동률,7,0,[]
바나나알러지원숭이,7,0,[]
깡,7,1,['깡통']
troye,7,2,"['troyesivan', 'troyelive']"
안테나,7,1,['안테나뮤직']
jungseunghwan,7,0,[]
amas,7,9,"['btsxamas', 'amas2017livestream', 'btsdnaamas2017', 'btsdnaamas', 'amas2017btslive', 'amaslive', 'thekingofsingerwithamask', 'btsamas2017', 'amas2017']"
candypop,7,0,[]
ellen,7,5,"['ellendegeneres', 'btsellen', 'btsontheellenshow', 'theellenshow', 'ellenshow']"
mymymy,7,0,[]
방탄소년단빌보드1위곡,7,0,[]
방탄소년단빌보드,7,1,['방탄소년단빌보드1위곡']
비,7,98,"['뮤비', '뮤직비디오', '바비', '김바비', '트와이스뮤직비디오', '라비', '트와이스뮤비', 'twice뮤비', 'twice뮤직비디오', 'heartshaker뮤직비디오', '하트셰이커뮤직비디오', '하트셰이커뮤비', '그루비룸', 'heartshaker뮤비', '뮤비해석', '아이콘티비', '빅스뮤비', '비디오', '도티뮤직비디오', '우리이야기뮤직비디오', '방탄뮤비해석', '제일비싼', '숙녀뮤직비디오', '유빈뮤직비디오', '뮤비티저', '숙녀뮤비', '유빈뮤비', '설레임벚꽃의비', '벚꽃의비웹툰', '비투비', '워너원뮤비', '비가온다', '빅스티비', '다비치', 'k-culturekoreanmusicmvmusicvideok-popkpop뮤비뮤직비디오', '비지', '비와이', '현아뮤비', '아형뮤비대전', '비보tv', '비밀정원', '그루비룸vlog', '그루비룸v_log', '그루비룸브이로그', '하트셰이커댄스비디오', '트와이스댄스비디오', '알앤비', '비러스윗', '스타쉽티비', 'light뮤비', '라이트뮤비', '수현비긴어게인2', '수현비긴어게인', '비긴어게인', '비프리', '문문비행운', '우주소녀뮤비', '발리비스트로', '종이비행기', '베스트비제이', '투비원', '알엔비', '빅스라비', '빅스티비쿠키', '비에이피', 'whatislove뮤직비디오', 'whatislove뮤비', '러브레코드비사이드', '비컴퍼니', '널만난순간뮤비', '온앤오프뮤비', 'complete뮤비', '갓세븐뮤비', '룩뮤비', '비앙', '제이비제이', '메리앤해피뮤비', '메리앤해피뮤직비디오', 'merry&happy뮤비', '비비디바비디부', 'merry&happy뮤직비디오', '블락비', '정세운베이비잇츠유', '정세운베이비잇츄', '보이비', '곽진언-내마음에비친내모습', '라비믹테', '라비믹스테잎', '정세운뮤비', '정세운베비츄', '베비츄', '셀럽티비', '제비제', '아미고티비워너원', '비밀', '바비리스', '비범', '베비돈스탑']"
minyoongi,7,0,[]
오마이걸반하나,7,0,[]
ktmusic,7,0,[]
gang,7,0,[]
mylife愛,7,0,[]
rain,7,7,"['entrainboy', 'itsraining', 'raining', ""it'sraining"", 'itisraining', 'soultrain', 'rainism']"
ohmygirlbanhana,7,0,[]
유빈솔로,7,0,[]
양홍원,7,0,[]
chanyeol,7,0,[]
이승훈,7,0,[]
dynamicduo,7,0,[]
yubinmv,7,0,[]
choreographyvideo,7,0,[]
youoweme,7,0,[]
문별,7,0,[]
japan,7,1,['japan_debut']
유빈숙녀,7,0,[]
강승윤,7,0,[]
유빈mv,7,0,[]
디스,7,14,"['플레디스엔터테인먼트', '플레디스', '저스디스', '스튜어디스', '골든디스크어워즈', '디스코', '저스디스thisisjusthis', '디스전', '넉살디스곡', '디스곡', '골든디스크시상식직캠', '골든디스크어워즈태연', '골든디스크직캠', '골든디스크태연']"
송민호,7,0,[]
유빈음원,7,0,[]
김진우,7,0,[]
김경호,7,0,[]
firstsolo,7,0,[]
d.o.,7,0,[]
suho,7,0,[]
소울트리,7,0,[]
kimtaehyung,7,0,[]
유빈,7,7,"['유빈티저', '유빈뮤직비디오', '유빈뮤비', '유빈솔로', '유빈숙녀', '유빈mv', '유빈음원']"
dprlive,6,0,[]
btsxamas,6,0,[]
americanmusicawards,6,0,[]
kim,6,14,"['jimmykimmellive', 'nickiminaj', 'kimdongryul', 'kimtaehyung', 'roykim', 'kimseokjin', 'kimnamjoon', 'kimjaehwan', 'jimmykimmel', '#kimjunsu', 'kimyeonwoo', 'btsjimmykimmellive', '#소녀시대#snsd#shinee#jonghyun#key#exo#태연#kimtaeyeon#taeyeon#32ndgoldendiskaward#gda2018', 'kimsungkyu']"
amas2017livestream,6,0,[]
btsdnaamas2017,6,0,[]
jamescorden,6,0,[]
가수라이브,6,0,[]
dreamscometrue,6,3,"['wjsndreamscometrue', 'cosmicgirlsdreamscometrue', '우주소녀dreamscometrue']"
보나,6,0,[]
양재기,6,0,[]
지코,6,0,[]
ama's,6,0,[]
달리,6,0,[]
뮤직뱅크,6,0,[]
bona,6,1,['bonamv']
btslyrics,6,1,['fakelovebtslyrics']
ansel,6,0,[]
interviews,6,0,[]
cardi,6,2,"['cardib', 'brunomarsandcardibfinesser&b']"
dreamperfectregime,6,0,[]
cardib,6,1,['brunomarsandcardibfinesser&b']
fullperformance,6,0,[]
효린,6,0,[]
firstusperformance,6,0,[]
ladygaga,6,0,[]
hyolyn,6,0,[]
dpr,6,1,['dprlive']
dally,6,0,[]
btsdnaamas,6,1,['btsdnaamas2017']
amas2017btslive,6,0,[]
ellendegeneres,6,0,[]
구운몽,6,0,[]
chart,6,0,[]
wanna-one,6,0,[]
amaslive,6,0,[]
nucksal,6,0,[]
형돈이와대준이,6,0,[]
whatisloveteaser,6,0,[]
taeyeon,6,2,"['180111taeyeon', '#소녀시대#snsd#shinee#jonghyun#key#exo#태연#kimtaeyeon#taeyeon#32ndgoldendiskaward#gda2018']"
소녀시대,6,3,"['소녀시대직캠', '소녀시대태연', '#소녀시대#snsd#shinee#jonghyun#key#exo#태연#kimtaeyeon#taeyeon#32ndgoldendiskaward#gda2018']"
goodbye,6,1,"[""goodbye20's""]"
아이돌라이브,6,0,[]
got7,6,18,"['got7yugyeom', 'got7유겸', 'got7영재', 'got7musicvideo', 'got7look', 'got7lookmv', 'got7뱀뱀', 'got7잭슨', 'got7mv', 'got7진영', 'got7jackson', 'got7youngjae', 'got7jinyoung', 'got7eyesonyou', 'got7bambam', 'got7jb', 'got7마크', 'got7mark']"
빅뱅꽃길,6,0,[]
부메랑,6,0,[]
boomerang,6,1,['boomerangwannaone']
여행,6,0,[]
travel,6,0,[]
merrychristmas,6,0,[]
김신영,6,1,['정오의희망곡김신영입니다']
주인공,6,1,['선미주인공sunmiheroine셰릴콜cherylcolefightforthislove표절표절논란표절의혹']
jbj,6,0,[]
cafeuniverse,6,0,[]
universe,6,1,['cafeuniverse']
ost,6,12,"['드라마ost듣기', '나와호랑이님ost', 'jostafford', '영화ost', '드라마ost', 'shouldwekissfirstostpart3', 'mymisterostpart7', '나의아저씨ostpart7', ""[fullalbum]jonghyun(종현)-'poet|artist'(posthumousalbum)"", 'fullalbumjonghyunpoet|artistposthumousalbum', '나의아저씨ostpart2', 'mymisterostpart2']"
