People_tags,number,overlap_num,overlap_word
용돈,6,1,['용돈카드']
u-23한국,6,0,[]
박재우가,6,0,[]
김건희,6,0,[]
매직,6,1,['매직컬바나나']
김건,6,1,['김건희']
china2018,6,0,[]
박항서베트남,6,0,[]
베트남은,6,1,['베트남은23일']
우즈벡,6,1,['u-23우즈벡']
u-23우즈벡,6,0,[]
u-23카타르,6,0,[]
장갑은,6,0,[]
고명석,6,0,[]
결승전이,6,0,[]
진출,6,1,['진출에']
강현무,6,1,['강현무가']
챔피언십,6,0,[]
황현수,6,0,[]
총리,6,1,['이낙연총리']
베트남은23일,6,0,[]
해물파전,6,0,[]
인피니티워,6,0,[]
후기,6,11,"['용한점집후기', '점집후기', '크룬후기', '클렌징퍼프후기', '대만자유여행후기', '방탄후기', '오뚜기춘천막국수후기', '쇼핑몰후기', '팬싸후기', '노브랜드후기', '스리라차볶음면후기']"
concert,6,6,"['gagconcert', 'btsat4thmusterhappyeverafterconcert', 'sbslovefmfamilyconcert', 'wannaonepremierfanconcertinbusan', 'wannaonefanconcert', 'wannaonefanconcertinbusan']"
아리키친,6,5,"['아리키친쿠키', '아리키친도시락', '아리키친마카롱', '아리키친고양이', '아리키친노오븐']"
강현무가,6,0,[]
카타르,6,3,"['u-23카타르', '베트남대카타르', 'u23카타르']"
감동이야기,5,0,[]
에일리언,5,0,[]
써클,5,1,['크롭써클']
fancon,5,10,"['premierfancon', 'wannaonepremierfancon', 'wannaonefancon', 'wannaonepremierfanconday#1', 'premierfanconday#1', 'wannaonefanconinbusan', 'wannaonepremierfanconcertinbusan', 'wannaoneatbusanforfancon', 'wannaonefanconcert', 'wannaonefanconcertinbusan']"
원더걸스,5,0,[]
51구역,5,0,[]
감동영상,5,0,[]
오뚜기,5,2,"['오뚜기춘천막국수', '오뚜기춘천막국수후기']"
연말파티,5,1,['레바연말파티']
컵라면,5,1,['양념치킨컵라면']
달착륙,5,0,[]
감동스토리,5,0,[]
크롭써클,5,0,[]
음모론,5,1,['꽃뱀조작음모론']
예린,5,0,[]
뮤직뱅크mc,5,0,[]
무한상사,5,0,[]
티비엔,5,0,[]
종현추모,5,1,['종현추모멘트']
추모영상,5,0,[]
종현추모멘트,5,0,[]
종현뮤직뱅크,5,0,[]
종현발인,5,0,[]
이서원,5,0,[]
전복채취,5,0,[]
김진태,5,0,[]
와규버거,5,0,[]
케이크,5,3,"['크리스마스케이크', '고구마케이크', '롤케이크']"
이팅쇼,5,0,[]
레전드영상,5,0,[]
한국일본문화차이,5,0,[]
아재버거,5,0,[]
순살치킨,5,0,[]
쿠션추천,5,1,['학생쿠션추천']
roleplay,5,6,"['roleplayasmr마이크한국어asmr한국인asmrasmr여자', 'asmrroleplay', 'repairroleplayasmr', 'robotroleplayasmr', 'fixyouroleplay', 'dematologistroleplay']"
박근혜대통령,5,1,['박근혜대통령복권']
유주,5,0,[]
스사노오,5,0,[]
근육,5,1,['마루에몽근육']
많은,5,0,[]
정모,5,2,"['#트와이스#다현#정연#나정모사지미다채쯔#심쿵#애교#', '#트와이스#나정모사지미다채쯔#정연#지효#실친즈#진짜#친구#라디오#뻥치지마#꿀잼#엄귀#싱가포르#singapore#낰낰#미션#하트']"
건강생활,5,0,[]
아침식사,5,0,[]
솔빈,5,0,[]
아폴로,5,0,[]
singing,5,0,[]
sushi,5,1,['sushiremix']
언박싱,5,10,"['언박싱테라피', '언박싱레나', '언박싱뜻', '봄쇼핑언박싱', '명품언박싱', '쇼핑언박싱', '언박싱구찌', '언박싱하울', '언박싱리뷰', '구찌언박싱']"
벨라,5,0,[]
은하,5,2,"['주간아이돌은하', '여자친구은하']"
이영자,5,18,"['이영자맛집', '이영자먹방', '이영자핫도그', '이영자빵', '이영자김치만두', '이영자소떡소떡', '이영자명란', '이영자매니저', '이영자우동', '이영자도리뱅뱅', '이영자레전드', '이영자휴게소', '이영자약국', '이영자한남동한방통닭', '이영자맛집픽', '이영자떡볶이', '이영자픽', '이영자식단']"
김혜정,5,4,"['영화배우김혜정교통사고사망', '김혜정배우', '배우김혜정', '영화배우김혜정']"
시아준수,5,0,[]
경기남부경찰,5,1,['경기남부경찰홍보단']
경기남부경찰홍보단,5,0,[]
kimhyungjun,5,0,[]
xia,5,0,[]
김형준,5,0,[]
김준수,5,0,[]
ss501,5,0,[]
112,5,5,"['버드리제8회자라섬씽씽겨울축제공연20180112', '버드리전주농수산물김치축제공연20171126버드리전주농수산물김치축제2017년11월26일', '171126', '171126방탄소년단', '버드리전주농수산물김치축제공연20171126']"
코디,5,6,"['10대코디', '오늘의코디', '패션코디', '옷코디', '남자코디', '고등래퍼코디']"
코끼리,5,2,"['코끼리분식', '마포코끼리']"
selenagomez,5,0,[]
beybladesuperzetsu,5,0,[]
미투피해자,5,1,['양예원미투피해자']
홍수맥이,5,0,[]
삼재막는법,5,0,[]
용한점집월악산꽃도령,5,0,[]
홍수막이,5,0,[]
용한점쟁이,5,0,[]
노원,5,0,[]
삼재풀이,5,0,[]
신눌림,5,0,[]
경기도점집,5,0,[]
띠,5,7,"['띠운', '나띠', '띠미', '띠미떡볶이', '띠별운세', '황금개띠', '후니띠']"
강북,5,0,[]
심리치료,5,0,[]
joke,5,1,['jokes']
china,5,1,['china2018']
chilgakbyul,5,0,[]
fanmeeting,5,0,[]
travel,5,3,"['koreantravel', 'daytravellinginkorea!crabs&mud!', 'koreajejutravel']"
ncs,5,0,[]
효크포크,5,0,[]
격투기선수,5,0,[]
몸키우기,5,0,[]
꿀키브이로그,5,0,[]
돼지고기,5,1,['돼지고기먹방']
광주쌍촌동,5,1,['광주쌍촌동교통사고블랙박스영상뒤의진실']
광주쌍촌동교통사고블랙박스영상뒤의진실,5,0,[]
충격비밀,5,0,[]
비밀,5,5,"['비밀의아라시짱', '충격비밀', '비밀보장', '윤기원황은정비밀', '윤기원황은정부부비밀']"
chaeyoung,5,1,['twicechaeyoung']
영국,5,13,"['영국일상', '영국요리사의한국음식투어', '영국가족', '영국남자', '영국축구', '영국브이로그', '영국유튜버', '영국시드니', '영국영어', '방탄소년단영국', 'bts영국', '영국남자먹방', '영국bbc뉴스의평창유감기사']"
아이싱쿠키,5,0,[]
justinbieber,5,0,[]
thailand,5,0,[]
camilacabello,5,0,[]
philippines,5,0,[]
pentagon,5,0,[]
astro,5,0,[]
khalid,5,0,[]
day6,5,1,['#day6']
northkorea,5,0,[]
shawnmendes,5,0,[]
indonesia,5,0,[]
arianagrande,5,0,[]
joshua,5,0,[]
dualipa,5,0,[]
cardib,5,0,[]
theboyz,5,0,[]
삼재피하는법,5,0,[]
양주,5,1,['남양주']
점괘,5,0,[]
마크잠뜰,5,0,[]
buzzfeedvideo,5,0,[]
adambianchi,5,0,[]
worthit,5,1,['buzzfeedworthit']
andrewilnyckyj,5,0,[]
가브리엘,5,0,[]
가비,5,2,"['레드벨벳조이제외평양공연남측예술단방북조이가비난받을일아니다', '문가비']"
블루홀,5,0,[]
arikitchen,5,0,[]
musicbank,5,1,['musicbankchile']
emoji,5,0,[]
샌드박스프렌즈,5,0,[]
잠뜰모드,5,0,[]
도친,5,0,[]
마크도티,5,0,[]
emoticon,5,0,[]
신년운세,5,0,[]
단톡방,5,0,[]
단톡,5,1,['단톡방']
suhyen,5,0,[]
minecraftmod,5,0,[]
마인크래프트잠뜰,5,0,[]
sleepground,5,0,[]
chochou,5,0,[]
coa,5,0,[]
모드상황극,5,1,['마인크래프트모드상황극']
ddotty,5,0,[]
마인크래프트모드상황극,5,0,[]
dodofriends,5,0,[]
sandboxfriends,5,0,[]
도티모드,5,1,['도티모드상황']
buzzfeed,5,5,"['buzzfeedvideo', 'buzzfeedandrew', 'buzzfeedadam', 'buzzfeedsteven', 'buzzfeedworthit']"
stevenlim,5,0,[]
괴담,5,0,[]
공포게임,5,0,[]
의정부,5,0,[]
띠운,5,0,[]
미투운동,5,1,['안희정비서성폭행미투운동']
최진희,5,0,[]
봄이온다,5,0,[]
멍게,5,1,['돌멍게']
해삼,5,0,[]
개불,5,0,[]
새조개,5,0,[]
돌멍게,5,0,[]
부메랑,5,6,"['워너원부메랑', '부메랑뮤비촬영', '부메랑뮤비', '#부메랑', '#워너원부메랑표절', '#부메랑표절']"
미바,5,1,['미바샴푸']
커버컨실러,5,0,[]
에스티로더,5,1,['에스티로더파데']
클리오,5,0,[]
비비,5,1,['비비크림']
더샘,5,0,[]
하이드로,5,2,"['라네즈워터뱅크하이드로에센스', '하이드로바스']"
한스킨,5,1,['한스킨파운데이션']
bb,5,23,"['bbq', 'bbmas', 'bobby', 'bb크림', 'bbk', 'bbq치킨', 'ivotebtsbbmas', 'bbma', '방탄소년단bbc', '에드머bbq', 'bbq떡볶이', 'bbq오지구이', 'mlbb', 'bbq황금올리브', 'bbq먹방', 'bbq데드풀', '영국bbc뉴스의평창유감기사', 'uscelebbts', 'btsbbmaredcarpet', 'bbmacelebritybtsreaction', 'btsbbmareaction', 'bbq황금올리브치킨반반치킨먹방', 'bolbbalgan4']"
퍼프,5,12,"['페이스헤일로클렌징퍼프', '크룬엔젤퍼프', '올리브영클렌징퍼프', '클렌징퍼프', '클렌징퍼프후기', '클렌징퍼프메이크업', '클렌징퍼프비교', '클렌징퍼프사용법', '클렌징퍼프리뷰', '크룬클렌징퍼프', '아우라클렌징퍼프', '에뛰드하우스코튼패드실키퍼프화장솜']"
더블웨어,5,0,[]
정윤선,5,0,[]
비비크림,5,0,[]
bb크림,5,0,[]
메이크업포에버,5,0,[]
곱창볶음,5,1,['곱창볶음밥']
술방,5,0,[]
koreaufo,5,0,[]
화장솜,5,25,"['에뛰드하우스압축엠보화장솜', '미샤소프트5겹화장솜', '다이소고급엠보화장솜', '시루콧토우루우루화장솜', '에뛰드하우스대나무숯화장솜', '3화장솜', '멀티화장솜', '화장솜추천', '이마트잘스며드는화장솜', '에뛰드하우스코튼패드실키퍼프화장솜', '콜만뷰티패드화장솜', '올리브영화장솜', '엠보화장솜', '2화장솜', '화이트래빗홀타입화장솜', '스킨팩화장솜', '스킨푸드밀착화장솜', '5겹화장솜', '올리브영엠보싱화장솜', '다이소하프물결타입화장솜', '화장솜종류', '일반화장솜', '화장솜재질', '이니스프리뷰티툴5겹클렌징화장솜', '이니스프리뷰티툴일반화장솜']"
입대,5,1,['군입대']
신교대,5,0,[]
팔도,5,1,['팔도비빔면']
배달원,5,0,[]
놀래키기,5,0,[]
쎈척,5,0,[]
가오가이거,5,0,[]
나시충,5,0,[]
운동충,5,0,[]
가오충,5,0,[]
btseng,5,0,[]
btswoojihwa,5,0,[]
알라딘,5,2,"['알라딘목동', '알라딘코바코']"
팔도비빔면,5,0,[]
꽃,5,23,"['꽃빈', '꽃자', '꽃님', '꽃게', '윰꽃', '윰댕꽃빈', '용한점집월악산꽃도령', '꽃갈비살', '벚꽃메이크업', '꽃보다유이', '꽃대장', '트랜스젠더꽃자', '꽃받침', '꽃뱀조작음모론', '2018버드리동학사벚꽃축제초청공연', 'bj꽃돼지', '꽃갈피둘', '꽃새우', '독도꽃새우', '꽃새우먹방', '꽃새우회', '꽃거지', '버드리2018동학사벚꽃축제초청공연']"
치마살,5,0,[]
갈비살,5,1,['꽃갈비살']
꽃갈비살,5,0,[]
대구유명한점집,5,0,[]
paldo,5,0,[]
10개,5,0,[]
살치살,5,0,[]
천일사,5,0,[]
신이선택한100인의무당,5,0,[]
축원,5,0,[]
용한무당,5,0,[]
연예인점집,5,0,[]
대구용한점집,5,0,[]
관재풀이,5,0,[]
용한무속인,5,0,[]
구미용한점집,5,0,[]
황해도굿,5,0,[]
부산용한점집,5,0,[]
하지만,5,0,[]
대처능력,5,0,[]
기막힌,5,0,[]
전교회장,5,0,[]
아웃도어,5,1,['아웃도어시장']
등산객,5,0,[]
산,5,87,"['강산에', '나혼자산다', '산다는건', '노량진수산시장', '부산', '울산경찰청', '부산맛집', '용한점집월악산꽃도령', '부산용한점집', '등산객', '등산', '이효리재산', '안산', '약산성', '출산', '논산훈련소', '두산베어스', '두산', '노량진수산시장참치', '부산전포거리맛집', '대만산수이', '이즈앤트리히아루론산토너', '부산팬콘', '약산성샴푸', '히알루론산', '에뛰드하우스유브이더블컷산뜻선젤', '산이셔츠', '산이패션', '나혼자산다승리', '후르츠산도', '최지우재산', '산적', '증미산', '닛산370z', '약산성클렌저', '한국일본출산율', '강다니엘부산팬콘', '부산팬콘트와일라잇', '백종원재산', '용각산쿨', '적폐청산위원회', '산자부', '탄산음료로', '탄산음료', '산타', '2017마산항도라이온스클럽이벤트', '2017마산합동봉사다짐대회초청공연', '윤산하', '2017전주농수산물김치대축제', '나혼자산다전현무', '나혼자산다한혜진', '산께이신문', '한국의공산적화', '성산', '산딸기', '산딸기탕후루', '엔케이물산', '한국산', '자연산참돔', '버드리전주농수산물김치축제공연20171126버드리전주농수산물김치축제2017년11월26일', '버드리전주농수산물김치축제공연', '버드리전주농수산물김치축제', '버드리전주농수산물김치축제2017년11월26일', '버드리품바전주농수산물김치축제', '버드리전주농수산물김치축제공연20171126', '부산팬콘프리뷰', '워너원부산팬콘프리뷰', '워너원부산팬콘', '유산슬', '버드리제27차마산항도라이온스클럽합동봉사다짐대회', '버드리제27차마산항도라이온스클럽합동봉사다짐대회공연', '버드리마산항도라이온스클럽합동봉사다짐대회공연', '버드리마산항도라이온스클럽합동봉사다짐대회공연20171207버드리마산항도라이온스클럽합동봉사다짐대회2017년12월7일', '버드리품바제27차마산항도라이온스클럽합동봉사다짐대회', '버드리제27차마산항도라이온스클럽합동봉사다짐대회2017년12월07일', '나혼자산다2', '4차산업혁명', '더유닛산이', '산이', '산신', '나예산책', '산책', '군산gm폐쇄-망연자실!', '군산gm폐쇄', '재산', '워너원정산', '워너원스타라이브정산']"
등산,5,1,['등산객']
아웃도어시장,5,0,[]
군ㄷ,5,0,[]
헌충일,5,0,[]
해병,5,3,"['해병대', '해병대전우회', '한번해병연원한해병']"
묵념,5,0,[]
취하다,5,0,[]
군부심,5,0,[]
물고기,5,1,['물고기잡기']
군인,5,0,[]
스포츠브랜드,5,0,[]
이랜드,5,0,[]
운동화,5,0,[]
한국기업,5,0,[]
독일기업,5,0,[]
포켓몬스터,5,0,[]
프리저,5,1,['비프리저격']
파이어,5,1,['이슈파이어']
전설의포켓몬,5,0,[]
지우,5,14,"['박지우', '최지우몇년생', '최지우나이', '최지우임신', '최지우전남친', '최지우신랑', '배우최지우나이', '최지우재산', '최지우사주', '최지우결혼', '최지우인스타그램', '최지우이서진', '최지우남편', '아이라인지우기']"
썬더,5,0,[]
talk,5,5,"['talking', 'kakaotalk', 'realkakaotalk', 'talkshow', 'womanstalk']"
탕수륙,5,0,[]
2화,5,4,"['윤식당22화', '2화장솜', '22화', '일곱개의대죄계명의부활2화']"
짜장면20그릇,5,0,[]
반장,5,0,[]
유명한점집동네,5,0,[]
대전용한점집,5,0,[]
삭발,5,0,[]
10대,5,6,"['10대데이트', '10대들', '10대들만들리는소리', '10대코디', '10대슬리퍼', '10대패션']"
그루트,5,1,['닥터그루트']
효비먹방,5,0,[]
자매먹방,5,0,[]
이효리예능,5,0,[]
이효리노래,5,0,[]
이효리드립,5,0,[]
이효리재산,5,0,[]
효리네민박이효리,5,0,[]
이효리이상순,5,0,[]
이효리집,5,0,[]
이효리윤아,5,0,[]
이효리유고걸,5,0,[]
이효리레전드,5,0,[]
리비,5,4,"['리비엽떡', '가리비', '가리비알탕', '캐리비안베이']"
참이슬,5,0,[]
사업운,5,0,[]
friend,5,9,"['linefriends', 'gfriend', 'dodofriends', 'sandboxfriends', 'boyfriends', 'familyfriendly', 'bestfriend', 'gfriendmv', 'friendship']"
btscomebackreaction,5,0,[]
적폐,5,2,"['적폐시상식', '적폐청산위원회']"
베이킹,5,1,['베이킹소다']
에이스,5,0,[]
교관,5,0,[]
군입대,5,0,[]
조교ㅕ,5,0,[]
빡빡이,5,0,[]
장몆운,5,0,[]
훈련소,5,1,['논산훈련소']
조교,5,1,['조교ㅕ']
영장,5,8,"['수영장', '초거대수영장', '수영장집', '집수영장', '수영장만들기', '수영장인테리어', '집안에수영장', '수영장일상']"
아싸,5,0,[]
스포,5,8,"['스포츠', '뉴스포차', '스포츠브랜드', '스포츠경향', '랜드로버디스커버리스포츠', '디스커버리스포츠', '디스커버리스포츠중고', '비투비스포']"
건틀랫,5,0,[]
비르마늄,5,0,[]
오딘,5,0,[]
인천점집,5,0,[]
유명한점집추천,5,0,[]
정치인점집,5,0,[]
결혼운,5,0,[]
인천용한점집,5,0,[]
재물운,5,0,[]
용한점집강림도령,5,0,[]
btscomebackshow,5,3,"['btscomebackshowreaction', '2018btscomebackshow', '2018btscomebackshowreaction']"
슈스스tv,5,0,[]
슈스스,5,1,['슈스스tv']
슈퍼스타스타일리스트,5,0,[]
한혜연,5,0,[]
불족발,5,0,[]
애교,5,6,"['동하애교', '명탐정코난애교', '코난애교', '코난애교모음', '#트와이스#다현#정연#나정모사지미다채쯔#심쿵#애교#', '강다니엘애교']"
자매유튜버,5,0,[]
한미정상회담,5,0,[]
직켐,5,0,[]
billboardmusicawards,5,1,['btsbillboardmusicawardsreaction']
하베스트,5,0,[]
유전,5,3,"['쿠르드유전', '깡통유전', '한국일본유전자']"
자원외교,5,0,[]
갑각류,5,1,['갑각류가격']
킹크랩브라운,5,0,[]
털게가격,5,0,[]
랍스타가격,5,0,[]
대게가격,5,0,[]
갑각류가격,5,0,[]
인피니티스톤,5,0,[]
슈트,5,0,[]
gakbyul,5,1,['chilgakbyul']
마인크래프트모드스토리,5,0,[]
#멜론차트,5,0,[]
사설,5,0,[]
게임페인,5,0,[]
비상교육,5,0,[]
중동,5,3,"['임종석긴급중동방문', '중동전-한국전동시에', '임종석중동행']"
만렙,5,0,[]
모찌,5,12,"['모찌피치', '딸기모찌와짱뚱어탕을처음먹어본모델!!ㅋㅋㅋ', '모찌메이크업', '모찌asmr', '티라미수모찌', '딸기모찌', '모찌먹방', '민트초코모찌', '모찌롤케익', '모찌피치메이크업', '키나코모찌', '모찌가빛나는밤에']"
